Name,scorecard id,4 Year Graduation rate,6 Year Graduation rate,8 Year Graduation rate,"Latitude, Longitude",City,State,alias,Gender Restricted,URL,NPC URL,Percent Male,Percent Female,HBCU,Student to Faculty Ratio,% American Indian and Alaska Native,% Native Hawaiian and Pacific Islander,% Asian,% Black,% White,% Unknown Race,% Hispanic,% Multiracial,% International,Faculty % American Indian and Alaska Native,Faculty % Native Hawaiian and Pacific Islander,Faculty % Asian,Faculty % Black,Faculty % White,Faculty % Unknown Race,Faculty % Hispanic,nonresident,Faculty % Multiracial,% Students in Legal,% Students in Health,% Students in English,% Students in History,% Students in Library,% Students in Computer,% Students in Language,% Students in Military,% Students in Education,% Students in Resources,% Students in Biological,% Students in Humanities,% Students in Psychology,% Students in Agriculture,% Students in Engineering,% Students in Mathematics,% Students in Architecture,% Students in Construction,% Students in Communication,% Students in Social Science,% Students in Transportation,% Students in Multidiscipline,% Students in Physical Science,% Students in Personal Culinary,% Students in Visual Performing,% Students in Business Marketing,% Students in Science Technology,% Students in Philosophy Religious,% Students in Precision Production,% Students in Engineering Technology,% Students in Ethnic Cultural Gender,% Students in Family Consumer Science,% Students in Parks Recreation Fitness,% Students in Security Law Enforcement,% Students in Communications Technology,% Students in Mechanic Repair Technology,% Students in Theology Religious Vocation,% Students in Public Administration Social Service,Undergraduate Enrollment,Graduate Enrollment,Total Enrollment,in state tuition,out of state tuition,Net Price,Room and Board,Student Earnings 10 Years after College,Religious Affiliation,Location Type,US News Ranking,US News Business Ranking,US News Computer Science Ranking,ACT Math 25th Percentile,ACT Math 50th Percentile,ACT Math 75th Percentile,ACT Verbal 25th Percentile,ACT Verbal 50th Percentile,ACT Verbal 75th Percentile,ACT Score 25th Percentile,ACT Score 50th Percentile,ACT Score 75th Percentile,SAT Math 25th Percentile,SAT Math 50th Percentile,SAT Math 75th Percentile,SAT Verbal 25th Percentile,SAT Verbal 50th Percentile,SAT Verbal 75th Percentile,SAT Equivalent Average Score,Top 3 Majors by Percentage,Top 5 Majors by Percentage,Best Colleges for Engineering,Best Colleges with No Application Fee,Top Public Universities,Hardest Colleges to Get Into,Best Small Colleges,Best College Dorms,Colleges with the Best Professors,Safest College Campuses,Colleges with the Best Academics,Most Diverse Colleges,Best College Food,Best Test Optional Colleges,Best Colleges,Best Colleges for Student Athletes,Best Value Colleges,Most Liberal Colleges,Best Colleges for Accounting and Finance,Best Colleges for Business,Best Colleges for Communications,Top Private Universities,Best College Athletics,Best Colleges that Accept the Common App,Top Party Schools,Colleges with the Best Student Life,Best Christian Colleges,Best Colleges for Music,Most Conservative Colleges,Best Colleges for Religious Studies,Best Colleges for Nursing,Best Colleges for Education,Best College Locations,Best Colleges for Psychology,Best Colleges for English,Best Colleges for Math,Best College Campuses,Best Colleges for Biology,Best Colleges for Information Technology,Best Colleges for Public Policy,Best Greek Life Colleges,Best Colleges for History,Best Catholic Colleges,Best Colleges for Kinesiology and Physical Therapy,Best Colleges for International Relations,Best Colleges for Computer Science,Best Colleges for Chemistry,Best Colleges for Physics,Best Colleges for Environmental Science,Best Colleges for Criminal Justice,Best Liberal Arts Colleges,Best Online Colleges,Best Colleges for Agricultural Sciences,Best Colleges for Public Health,Best Big Colleges,Best Colleges for Anthropology and Sociology,Best Colleges for Design,Best Colleges for Economics,Best Colleges for Political Science,Best Colleges for Sports Management,Best Colleges for Film and Photography,Best Colleges for Performing Arts,Best Colleges for Philosophy,Best Colleges for Art,Best Women's Colleges,Best Hispanic-Serving Institutions,Best Colleges for Architecture,Best Colleges for Global Studies,Best Colleges for Culinary Arts,Best HBCU Schools,Closest Major Airport Code,Drive Time to Airport,Distance to Airport (Miles by road),Total Minutes to Airport,Acceptance Rate,% Jewish,EA,ED,ED2,% Received Merit (Freshmen w/o need),Average Award (Freshmen w/o need),ED Deadline,ED2 Deadline,ED/ED2 Notification Dates,Source URL (may have more useful info),Common Data Set URL
North Central University,174437,48.17%,59.09%,50.20%,"44.968625, -93.261511",Minneapolis,MN,,,www.northcentral.edu/,www.northcentral.edu/financial-aid/net-price-calculator,45.97%,54.03%,,15 to 1,0.69%,0.12%,4.95%,7.03%,65.78%,2.07%,12.33%,5.41%,1.61%,0%,0%,2.38%,9.52%,88.10%,0%,0%,0%,0%,0%,0%,2.46%,0%,0%,0.49%,3.94%,0%,14.78%,0%,0%,0%,2.96%,0%,0%,0%,0%,0%,1.97%,0%,0%,11.82%,0%,0%,4.93%,23.15%,0%,0%,0%,0%,0%,0.99%,2.96%,0%,3.45%,0%,21.18%,4.93%,868,84,952,27200,27200,24008,8680,42445,Assemblies of God Church,City: Large (pop. > 250k),,,,,,,,,,,,,,,,,,,,Business Marketing: 23.15% | Theology Religious Vocation: 21.18% | Education: 14.78%,Business Marketing: 23.15% | Theology Religious Vocation: 21.18% | Education: 14.78% | Multidiscipline: 11.82% | Visual Performing: 4.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSP,19 mins,12.5 mi,19,0.9403,,,,,,,,,,,
"University of Northwestern, St. Paul",174491,57.86%,67.95%,68.61%,"45.033703, -93.167822",Saint Paul,MN,"University of Northwestern (MN), Northwestern",,https://www.unwsp.edu/,https://app.virtueanalytics.com/npc2unwsp/#!/home/npc,41.34%,58.66%,,15 to 1,0.25%,0%,3.56%,4.38%,79.61%,1.19%,5.44%,3.63%,1.94%,0%,0%,2.60%,2.60%,89.61%,0%,1.30%,0%,3.90%,0%,16.63%,4.02%,1.72%,0%,3.25%,1.53%,0%,10.90%,0%,4.97%,2.87%,5.93%,0%,2.68%,0.76%,0%,0%,6.31%,0.96%,0%,2.10%,0%,0%,7.07%,17.21%,0%,0.38%,0%,0%,0%,0%,2.29%,1.72%,1.53%,0%,5.16%,0%,1599,109,1708,34180,34180,20703,10268,47202,Other Protestant,Suburb: Large City,,,,,,,,,,,,,,,,,,,,Business Marketing: 17.21% | Health: 16.63% | Education: 10.9%,Business Marketing: 17.21% | Health: 16.63% | Education: 10.9% | Visual Performing: 7.07% | Communication: 6.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSP,28 mins,20.5 mi,28,0.8233,,,,,,,,,,,
Saint John's University,174792,73.17%,78.71%,76.26%,"45.580075, -94.393621",Collegeville,MN,Saint John's,M,https://csbsju.edu/,https://csbsju.edu/admission/cost-aid-scholarships/net-price-calculators/sju-net-price-calculator,100%,0%,,11 to 1,1.04%,0.13%,3.39%,4.57%,79.52%,0%,8.28%,0%,3.07%,0%,0.77%,6.15%,0%,86.15%,0%,5.38%,0.77%,0.77%,0%,1.60%,1.60%,1.60%,0%,8.82%,1.87%,0%,1.60%,2.14%,12.83%,0%,6.15%,0%,0%,1.60%,0%,0%,6.68%,12.30%,0%,2.67%,2.94%,0%,2.94%,31.02%,0%,0.27%,0%,0%,0.80%,0%,0%,0%,0%,0%,0.53%,0%,1533,105,1638,"$64,334 ","$64,334 ",24849,11592,75423,Roman Catholic,Rural: Fringe,,,,22,25,28,20,23,26,22,25,28,545,583,620,540,580,620,1213,Business Marketing: 31.02% | Biological: 12.83% | Social Science: 12.3%,Business Marketing: 31.02% | Biological: 12.83% | Social Science: 12.3% | Computer: 8.82% | Communication: 6.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSP,1 hour 24 mins,89.9 mi,84,0.8865,,Y,,,87%,"$26,367 ",,,,,
University of St. Thomas (MN),174914,68.80%,78.10%,76.65%,"44.943439, -93.188986",Saint Paul,MN,University of Saint Thomas,,www.stthomas.edu/,www.stthomas.edu/financialaid/undergraduate/resources/netpricecalculator/,51.59%,48.41%,,14 to 1,0.18%,0.08%,4.81%,4.58%,72.07%,4.18%,7.03%,3.78%,3.28%,0%,0%,8.43%,3.61%,77.35%,1.45%,5.30%,1.45%,2.41%,0%,1.21%,1.48%,0.94%,0%,4.11%,0.81%,0%,2.29%,1.08%,9.37%,5.73%,4.04%,0%,9.10%,1.42%,0%,0%,3.37%,7.21%,0%,1.08%,1.75%,0%,1.01%,36.52%,0%,3.44%,0%,0%,0%,0.34%,2.63%,0%,0%,0%,0.13%,0.94%,6030,3280,9310,48329,48329,28142,11812,72582,Roman Catholic,City: Large (pop. > 250k),137,,,22,25,28,20,24,27,22,25,28,560,630,700,560,620,680,1222,Business Marketing: 36.52% | Biological: 9.37% | Engineering: 9.1%,Business Marketing: 36.52% | Biological: 9.37% | Engineering: 9.1% | Social Science: 7.21% | Humanities: 5.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSP,17 mins,7.0 mi,17,0.7553,,,,,,,,,,,
Dunwoody College of Technology,175227,33.33%,59.46%,0%,"44.97281, -93.290608",Minneapolis,MN,,,www.dunwoody.edu/,https://dunwoody.studentaidcalculator.com/survey.aspx,82.10%,17.90%,,10 to 1,0.51%,0.44%,5.17%,4.73%,72.27%,6.62%,5.60%,4.29%,0.36%,0%,0%,8.42%,3.16%,85.26%,0%,2.11%,0%,1.05%,0%,3.92%,0%,0%,0%,9.80%,0%,0%,0%,0%,0%,0%,0%,0%,7.84%,0%,9.31%,12.99%,0%,0%,0%,0%,0%,0%,5.88%,13.48%,0%,0%,7.35%,17.89%,0%,0.25%,0%,0%,0%,11.27%,0%,0%,1374,,,23863,23863,25867,11268,56185,,City: Large (pop. > 250k),,,,,,,,,,,,,,,,,,,,Engineering Technology: 17.89% | Business Marketing: 13.48% | Construction: 12.99%,Engineering Technology: 17.89% | Business Marketing: 13.48% | Construction: 12.99% | Mechanic Repair Technology: 11.27% | Computer: 9.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSP,19 mins,13.2 mi,19,0.9904,,,,,,,,,,,
Blue Mountain Christian University,175430,47.27%,58.18%,49.38%,"34.67209, -89.02924",Blue Mountain,MS,,,www.bmc.edu/,https://bmc.edu/NPCLC,47.66%,52.34%,,21 to 1,0.81%,0%,0.16%,14.38%,68.98%,0.32%,6.30%,2.58%,6.46%,0%,0%,0%,2.50%,95.00%,0%,2.50%,0%,0%,0%,1.62%,0.54%,1.62%,0%,0%,1.08%,0%,33.51%,0%,3.24%,2.16%,10.81%,0%,0%,0%,0%,0%,0.54%,0%,0%,0%,0%,0%,0%,18.92%,0%,0%,0%,0%,0%,0%,10.81%,4.32%,0%,0%,10.81%,0%,619,31,650,17380,17380,16056,8120,34994,Southern Baptist,Rural: Distant,,,,17,20,23,17,21,24,18,21,23,520,565,610,520,535,550,1068,Education: 33.51% | Business Marketing: 18.92% | Psychology: 10.81%,Education: 33.51% | Business Marketing: 18.92% | Psychology: 10.81% | Parks Recreation Fitness: 10.81% | Theology Religious Vocation: 10.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,1 hour 16 mins,68.8 mi,76,0.9909,,,,,,,,,,,
"Cleveland University, Kansas City",177038,0%,66.67%,,"38.932019, -94.679076",Overland Park,KS,,,www.cleveland.edu/,www.cleveland.edu/admissions/financial-aid-scholarships/net-price-calculator,31.87%,68.13%,,8 to 1,3.30%,0%,1.10%,7.69%,70.33%,8.79%,4.40%,4.40%,0%,0%,0%,7.50%,2.50%,87.50%,0%,0%,0%,2.50%,0%,64.10%,0%,0%,0%,0%,0%,0%,0%,0%,35.90%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,91,537,628,14840,14840,32576,,52976,,City: Midsize (250k > pop. > 100k),,,,,,,,,,,,,,,,,,,,Health: 64.1% | Biological: 35.9% | Legal: 0%,Health: 64.1% | Biological: 35.9% | Legal: 0% | English: 0% | History: 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCI,36 mins,34.4 mi,36,1,,,,,,,,,,,
Cottey College,177117,60.87%,66.67%,63.64%,"37.836127, -94.371311",Nevada,MO,,F,https://www.cottey.edu/,https://www.cottey.edu/NetPriceCalculator/index.html,0%,100%,,7 to 1,1.65%,0.33%,2.31%,4.62%,68.65%,0%,12.21%,2.31%,7.92%,0%,0%,6.82%,2.27%,72.73%,0%,4.55%,11.36%,2.27%,0%,0%,1.37%,0%,0%,0%,0%,0%,6.85%,2.74%,6.85%,45.21%,9.59%,0%,0%,0%,0%,0%,0%,1.37%,0%,4.11%,0%,0%,6.85%,13.70%,0%,0%,0%,0%,1.37%,0%,0%,0%,0%,0%,0%,0%,303,,,23114,23114,16490,7918,35806,,Town: Remote,,,,17,20,23,15,21,27,18,22,25,520,530,540,510,545,580,1096,Humanities: 45.21% | Business Marketing: 13.7% | Psychology: 9.59%,Humanities: 45.21% | Business Marketing: 13.7% | Psychology: 9.59% | Education: 6.85% | Biological: 6.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JLN,56 mins,52.4 mi,56,0.6054,,,,,,,,,,,
Fontbonne University,177418,49.44%,61.24%,54.14%,"38.642697, -90.315712",Saint Louis,MO,,,https://www.fontbonne.edu/,https://www.fontbonne.edu/wp-content/uploads/2020/07/NetPriceCalc2020.html,37.80%,62.20%,,10 to 1,0.15%,0.15%,1.37%,26.07%,62.80%,1.83%,2.29%,3.66%,1.68%,1.79%,0%,8.93%,5.36%,76.79%,3.57%,3.57%,0%,0%,0%,11.83%,1.18%,2.96%,0%,12.43%,0%,0%,11.24%,0%,4.73%,7.10%,2.37%,0%,0%,2.96%,0%,0%,2.37%,0%,0%,1.78%,0%,0%,4.73%,24.85%,0%,0%,0%,0%,0%,0%,2.96%,0%,0%,0%,0%,6.51%,656,290,946,28200,28200,18111,10700,48326,Roman Catholic,Suburb: Large City,,,,17,21,25,17,21,24,18,22,25,,,,,,,1100,Business Marketing: 24.85% | Computer: 12.43% | Health: 11.83%,Business Marketing: 24.85% | Computer: 12.43% | Health: 11.83% | Education: 11.24% | Humanities: 7.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,19 mins,11.9 mi,19,0.7811,0%,,,,,,,,,,
Kansas City Art Institute,177746,53.79%,62.07%,60.99%,"39.046353, -94.583594",Kansas City,MO,,,www.kcai.edu/,www.kcai.edu/financial-aid-scholarships/net-price-calculator/,25.83%,74.17%,,9 to 1,1.10%,0%,4.97%,7.87%,61.46%,2.49%,14.23%,7.04%,0.83%,0%,0%,7.14%,3.57%,76.79%,0%,10.71%,0%,1.79%,0%,0%,0.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,74.38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.00%,0%,0%,0%,724,,,40575,40575,26262,12125,37561,,City: Large (pop. > 250k),,,,,,,,,,,,,,,,,,,,Visual Performing: 74.38% | Communications Technology: 25.0% | English: 0.63%,Visual Performing: 74.38% | Communications Technology: 25.0% | English: 0.63% | Legal: 0% | Health: 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCI,31 mins,25.8 mi,31,0.5998,,,,,,,,,,,
Lindenwood University,177968,39.31%,53.13%,51.15%,"38.785425, -90.501286",Saint Charles,MO,,,https://www.lindenwood.edu/,https://lindenwood.aidcalc.cloud/netprice.htm,43.99%,56.01%,,13 to 1,0.54%,0.72%,1.44%,12.85%,61.77%,5.72%,5.02%,3.00%,8.94%,0%,0%,3.74%,3.21%,87.70%,0%,2.67%,0.53%,2.14%,0%,7.06%,1.54%,1.27%,0%,7.96%,0.27%,0%,5.43%,0.27%,4.52%,1.81%,4.98%,0%,0%,0.72%,0%,0%,5.52%,3.35%,0%,0%,1.99%,0%,5.43%,30.95%,0%,0.27%,0%,0%,0%,0%,9.50%,6.24%,0%,0%,0%,0.90%,4599,2384,6983,18640,18640,17410,10200,49080,,City: Small (pop. < 100k),,,,18,24,30,16,23,30,17,24,30,420,510,600,440,525,610,1138,Business Marketing: 30.95% | Parks Recreation Fitness: 9.5% | Computer: 7.96%,Business Marketing: 30.95% | Parks Recreation Fitness: 9.5% | Computer: 7.96% | Health: 7.06% | Security Law Enforcement: 6.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,18 mins,10.4 mi,18,0.7484,,,,,,,,,,,
Maryville University of Saint Louis,178059,64.83%,73.23%,72.45%,"38.644774, -90.505998",Saint Louis,MO,,,https://www.maryville.edu/,https://maryville.studentaidcalculator.com/survey.aspx,31.33%,68.67%,,13 to 1,0.55%,0%,3.34%,13.65%,64.15%,4.71%,7.80%,3.07%,2.72%,0%,0%,8.98%,7.19%,83.23%,0%,0.60%,0%,0%,0%,31.11%,0.46%,0.35%,0%,0%,0%,10.71%,3.23%,0%,5.65%,1.61%,13.82%,0%,0%,0.23%,0%,0%,2.19%,1.38%,0%,1.27%,0.92%,0%,5.07%,16.36%,0%,0%,0%,0%,0%,0%,5.65%,0%,0%,0%,0%,0%,5627,4911,10538,27166,27166,24450,12000,55969,,Suburb: Large City,234,,,17,21,25,18,22,26,19,23,26,500,555,610,500,560,620,1132,Health: 31.11% | Business Marketing: 16.36% | Psychology: 13.82%,Health: 31.11% | Business Marketing: 16.36% | Psychology: 13.82% | Military: 10.71% | Biological: 5.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS,13 mins,9.6 mi,13,0.9154,,,,,,,,,,,https://www.maryville.edu/administrative-offices/wp-content/uploads/sites/28/2023/04/Maryville_CDS_2022-2023.pdf
Northwest Missouri State University,178624,33.90%,52.42%,52.00%,"40.351692, -94.883339",Maryville,MO,Northwest,,https://www.nwmissouri.edu/,https://www.nwmissouri.edu/finaid/net-price-calculator/,40.69%,59.31%,,19 to 1,0.21%,0.08%,0.78%,4.41%,83.05%,1.43%,4.05%,3.47%,2.52%,0.87%,0%,3.93%,3.49%,82.97%,0%,1.75%,6.55%,0.44%,0%,7.48%,0.90%,0.90%,0%,5.14%,0%,0%,20.65%,1.26%,3.43%,0.99%,9.38%,11.45%,0%,0.36%,0%,0%,5.68%,4.42%,0%,0.27%,2.80%,0%,2.07%,17.49%,0%,0.09%,0%,1.53%,0%,0%,2.52%,1.17%,0%,0%,0%,0%,4760,2564,7324,14919,14919,13398,9548,45693,,Town: Remote,,,,17,21,24,17,20,23,19,22,24,483,528,573,470,515,560,1104,Education: 20.65% | Business Marketing: 17.49% | Agriculture: 11.45%,Education: 20.65% | Business Marketing: 17.49% | Agriculture: 11.45% | Psychology: 9.38% | Health: 7.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCI,1 hour 18 mins,80.3 mi,78,0.8558,,,,,,,,,,,
Ozark Christian College,178679,25.56%,66.19%,53.24%,"37.103172, -94.510622",Joplin,MO,,,www.occ.edu/,occ.edu/net-price-calculator,54.59%,45.41%,,13 to 1,1.80%,0%,0.72%,1.98%,83.96%,0.90%,5.77%,2.34%,2.52%,0%,0%,0%,0%,87.50%,0%,0%,4.17%,8.33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,555,,,14260,14260,17771,6270,37883,Christian Churches and Churches of Christ,City: Small (pop. < 100k),,,,,,,,,,,,,,,,,,,,Theology Religious Vocation: 100% | Legal: 0% | Health: 0%,Theology Religious Vocation: 100% | Legal: 0% | Health: 0% | English: 0% | History: 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JLN,11 mins,5.3 mi,11,0.9805,,,,,,,,,,,
University of Health Sciences and Pharmacy in St. Louis,179265,70.21%,76.60%,,"38.636904, -90.260617",Saint Louis,MO,St. Louis College of Pharmacy,,www.uhsp.edu/,https://www.uhsp.edu/financialaid/cost-of-attendance/net-price-calculator.html,35.04%,64.96%,,7 to 1,0.39%,0.79%,12.99%,11.42%,61.42%,2.76%,3.15%,3.94%,3.15%,0%,0%,10.26%,2.56%,71.79%,0%,6.41%,8.97%,0%,0%,98.06%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,254,544,798,30708,30708,34371,13700,129137,,City: Large (pop. > 250k),,,,21,24,27,21,25,29,21,24,27,580,600,620,530,575,620,1185,Health: 98.06% | Multidiscipline: 1.94% | Legal: 0%,Health: 98.06% | Multidiscipline: 1.94% | Legal: 0% | English: 0% | History: 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,22 mins,15.9 mi,22,0.9108,,,,,,,,,,,
Southwest Baptist University,179326,39.24%,51.72%,44.25%,"37.602425, -93.407056",Bolivar,MO,,,www.sbuniv.edu/,www.sbuniv.edu/admissions/financial-aid/estimator.php,35.29%,64.71%,,11 to 1,0.65%,0.29%,1.00%,4.65%,75.18%,9.76%,3.82%,2.47%,2.18%,0%,0%,5.47%,1.56%,91.41%,0.78%,0.78%,0%,0%,0%,48.18%,0.96%,0.19%,0%,5.57%,0%,0%,7.68%,0%,4.22%,0.77%,4.99%,0%,0%,0.96%,0%,0%,1.92%,0.38%,0%,0.19%,0.58%,0%,1.92%,8.06%,0%,0%,0%,0%,0%,0%,6.14%,1.54%,0%,0%,4.03%,1.73%,1700,608,2308,26128,26128,17369,8150,41610,Southern Baptist,Town: Distant,,,,17,21,25,17,22,26,18,22,25,520,565,610,480,540,600,1101,Health: 48.18% | Business Marketing: 8.06% | Education: 7.68%,Health: 48.18% | Business Marketing: 8.06% | Education: 7.68% | Parks Recreation Fitness: 6.14% | Computer: 5.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGF,37 mins,30.6 mi,37,0.9621,,,,,,,,,,,
Stephens College,179548,51.85%,53.16%,45.83%,"38.95204, -92.319204",Columbia,MO,Stephens,F,https://www.stephens.edu/,https://www.stephens.edu/admission-aid/undergraduate/financial-aid/net-price-calculator/,0%,100%,,8 to 1,0.73%,0%,1.71%,7.33%,65.28%,13.94%,2.69%,8.07%,0.24%,0%,0%,1.23%,4.94%,92.59%,0%,1.23%,0%,0%,0%,24.56%,5.26%,0%,0%,0%,0%,0%,6.14%,0%,7.02%,0.88%,0.88%,3.51%,0%,0%,0%,0%,0%,0%,0%,0.88%,0%,0%,26.32%,15.79%,0%,0%,0%,0%,0%,7.89%,0%,0%,0.88%,0%,0%,0%,409,184,593,24570,24570,23026,11000,43139,,City: Midsize (250k > pop. > 100k),,,,16,21,25,17,21,25,19,21,23,510,525,540,520,575,630,1086,Visual Performing: 26.32% | Health: 24.56% | Business Marketing: 15.79%,Visual Performing: 26.32% | Health: 24.56% | Business Marketing: 15.79% | Family Consumer Science: 7.89% | Biological: 7.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS,1 hour 34 mins,100 mi,94,0.6366,3.10%,,,,,,,,,,
Southeast Missouri State University,179557,35.91%,53.97%,51.11%,"37.311107, -89.531187",Cape Girardeau,MO,,,www.semo.edu/,https://semo.edu/student-support/financial-services/cost/cost-calculator.html,39.72%,60.28%,,20 to 1,0.22%,0.03%,0.96%,9.40%,77.72%,1.78%,3.07%,2.98%,3.85%,0.28%,0%,10.80%,4.83%,78.41%,3.41%,1.42%,0%,0.85%,0%,9.99%,1.11%,0.72%,0%,3.89%,0%,0%,12.99%,0.67%,5.39%,7.33%,5.72%,4.22%,0.89%,0.17%,0%,0%,7.38%,2.55%,0%,2.50%,0.83%,0%,4.55%,13.55%,0%,0.06%,0%,4.16%,0%,3.89%,2.55%,2.94%,0%,0%,0%,1.94%,7306,1222,8528,15285,15285,13321,9974,42700,,City: Small (pop. < 100k),,,,,,,,,,,,,,,,,,,,Business Marketing: 13.55% | Education: 12.99% | Health: 9.99%,Business Marketing: 13.55% | Education: 12.99% | Health: 9.99% | Communication: 7.38% | Humanities: 7.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,1 hour 59 mins,127 mi,119,0.793,,,,,,,,,,,https://semo.edu/institutional-research/_pdfs/cds-2021-2022.pdf
"Missouri State University, Springfield",179566,38.49%,59.48%,58.24%,"37.199258, -93.281281",Springfield,MO,,,www.missouristate.edu/,https://missouristate.studentaidcalculator.com/welcome.aspx,40.39%,59.61%,,19 to 1,0.30%,0.13%,1.81%,3.66%,80.44%,2.91%,4.45%,3.92%,2.39%,0.67%,0%,7.53%,4.84%,77.55%,0.94%,2.82%,3.49%,2.15%,0%,7.13%,2.47%,0.69%,0%,5.28%,0.72%,0%,12.17%,0.82%,5.54%,3.00%,7.48%,4.16%,0.03%,0.42%,0.24%,0%,4.16%,5.78%,0%,1.27%,1.80%,0%,4.99%,23.02%,0%,0.40%,0%,0.13%,0%,3.26%,3.50%,0.40%,0.03%,0%,0%,1.11%,14210,4088,18298,16498,16498,16625,9436,47850,,City: Midsize (250k > pop. > 100k),,,,18,22,26,20,23,26,20,23,26,500,550,600,510,555,600,1146,Business Marketing: 23.02% | Education: 12.17% | Psychology: 7.48%,Business Marketing: 23.02% | Education: 12.17% | Psychology: 7.48% | Health: 7.13% | Social Science: 5.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGF,23 mins,10.3 mi,23,0.9385,,,,,,,,,,,https://www.missouristate.edu/OIR/_Files/CDS_2020-2021_publish.pdf
